Alloy,Finish,Length,Weight,Tolerances,GD_T,Order_Quantity,LME_price,Customer_Category,Lead_Time_weeks,Quote_Price_SEK,Quote_Date,Profile_Name,Profile_Complexity,Manufacturing_Difficulty,LME_MA_7,LME_Lag_1
1.0,4.0,21.4,1.664,0.083,0.0,75978,3.71,1.0,12.0,3.29,2025-02-26,3.011032233730564,1.4595403576353454,1,3.347142857142857,2.75
0.0,2.0,16.3,1.729,0.175,0.0,120208,3.82,2.0,6.0,2.53,2025-02-26,2.9550344537328104,1.3073183315274286,1,3.457142857142857,3.71
4.0,2.0,37.2,1.477,0.129,2.0,94524,3.12,1.0,12.0,2.99,2025-02-26,2.9550344537328104,1.046753769530132,3,3.442857142857143,3.82
0.0,0.0,32.6,0.884,0.144,1.0,96810,4.08,2.0,5.0,2.92,2025-02-27,3.012490712924881,0.6149308496847457,3,3.4971428571428573,3.12
1.0,5.0,34.3,0.842,0.092,0.0,45603,3.66,1.0,11.0,4.03,2025-02-27,3.022295187311776,1.1231546816737308,1,3.59,4.08
3.0,5.0,23.2,0.876,0.117,2.0,51373,3.91,1.0,2.0,3.83,2025-02-27,3.062259065444224,1.0781494675788115,3,3.5785714285714287,3.66
3.0,3.0,16.2,1.222,0.194,0.0,82641,3.27,1.0,12.0,3.47,2025-02-28,3.016381209738393,1.055987451118297,3,3.652857142857143,3.91
0.0,7.0,17.5,0.876,0.188,0.0,132550,3.43,0.0,3.0,2.17,2025-02-28,3.0648188372108853,0.8425134974949523,2,3.612857142857143,3.27
4.0,1.0,35.8,1.417,0.101,1.0,124544,4.14,3.0,12.0,2.66,2025-02-28,3.013513887499976,0.7063219312632771,1,3.658571428571429,3.43
1.0,7.0,34.2,0.845,0.171,1.0,51457,3.49,0.0,6.0,3.9,2025-02-28,3.2014768663798443,0.5143982727221866,3,3.7114285714285713,4.14
1.0,3.0,30.3,0.997,0.167,2.0,105582,3.72,2.0,8.0,3.14,2025-02-28,2.9937236900826454,1.3376900460696652,2,3.66,3.49
2.0,1.0,18.1,1.254,0.08,2.0,52841,3.85,2.0,10.0,3.97,2025-03-01,3.014675390930565,1.9825810359668887,2,3.687142857142857,3.72
1.0,3.0,30.0,1.278,0.185,1.0,111869,3.27,2.0,2.0,2.74,2025-03-01,3.022295187311776,0.9903401536132054,3,3.595714285714286,3.85
5.0,4.0,33.2,1.038,0.146,1.0,41779,3.16,0.0,9.0,3.77,2025-03-01,3.043530945336403,0.7022506669378585,1,3.5800000000000005,3.27
2.0,2.0,19.2,0.96,0.124,0.0,123464,3.85,1.0,11.0,2.5,2025-03-01,3.0025806634131804,1.5549146902269901,2,3.640000000000001,3.16
4.0,0.0,22.1,0.904,0.07,0.0,107154,3.38,1.0,10.0,2.58,2025-03-01,3.023203278153176,1.4127183209237115,1,3.531428571428572,3.85
1.0,5.0,21.7,1.396,0.092,2.0,128798,3.36,2.0,3.0,2.67,2025-03-02,3.016381209738393,1.9524412552377965,1,3.512857142857143,3.38
3.0,7.0,33.6,1.368,0.115,1.0,65230,3.34,1.0,9.0,3.56,2025-03-02,3.013266410547321,1.8429341850405159,1,3.4585714285714286,3.36
2.0,5.0,23.9,1.111,0.163,0.0,140110,3.17,2.0,6.0,2.24,2025-03-02,3.013266410547321,1.4499365011790635,3,3.361428571428571,3.34
3.0,3.0,20.4,0.887,0.05,1.0,40156,3.74,0.0,4.0,3.85,2025-03-02,3.037531183193787,1.7532060130880212,1,3.4285714285714284,3.17
5.0,4.0,38.6,1.371,0.133,2.0,50351,3.17,2.0,4.0,3.67,2025-03-03,2.937517715389649,0.8824278690722462,2,3.43,3.74
1.0,0.0,23.6,0.941,0.135,1.0,49809,3.62,3.0,7.0,3.73,2025-03-03,3.062259065444224,0.7109125450670979,1,3.397142857142857,3.17
3.0,5.0,35.8,1.487,0.054,0.0,118455,3.91,1.0,5.0,2.63,2025-03-04,2.9999795939529976,1.6536632372449869,1,3.472857142857143,3.62
4.0,3.0,20.4,0.844,0.055,1.0,104043,2.73,0.0,10.0,3.01,2025-03-04,2.8745017071655603,1.9792880240599902,2,3.382857142857143,3.91
2.0,2.0,33.2,1.413,0.152,1.0,133035,3.82,3.0,3.0,2.16,2025-03-04,2.8745017071655603,1.6080984055673695,1,3.4514285714285715,2.73
4.0,4.0,24.2,1.715,0.112,2.0,134799,3.34,0.0,7.0,2.19,2025-03-06,2.8482505569999232,1.708993645267419,3,3.475714285714286,3.82
2.0,5.0,32.7,1.363,0.066,1.0,76677,3.32,2.0,10.0,3.39,2025-03-06,3.0962788541735726,0.519573134907662,2,3.415714285714286,3.34
4.0,5.0,25.3,1.113,0.108,0.0,41289,3.51,3.0,5.0,3.92,2025-03-08,3.1117428131408658,0.7851968639994693,3,3.4642857142857144,3.32
1.0,4.0,22.8,1.047,0.103,1.0,142279,3.48,1.0,7.0,2.19,2025-03-08,3.016381209738393,1.759186400750492,3,3.4442857142857144,3.51
3.0,4.0,34.5,1.2,0.07,0.0,143341,3.38,3.0,3.0,2.18,2025-03-08,3.10689643256313,0.8104317782473927,3,3.3685714285714283,3.48
0.0,0.0,23.9,1.697,0.145,1.0,82581,3.34,3.0,10.0,3.11,2025-03-08,3.044509155857308,0.6770431408261602,1,3.455714285714285,3.38
0.0,6.0,30.4,0.897,0.196,2.0,144694,3.71,3.0,8.0,2.27,2025-03-09,2.9937236900826454,1.6006326865166662,3,3.44,3.34
4.0,4.0,18.6,1.593,0.099,1.0,45703,3.48,2.0,7.0,4.09,2025-03-10,3.012490712924881,1.571049191010005,3,3.46,3.71
3.0,4.0,35.7,1.271,0.16,1.0,132700,3.96,2.0,10.0,2.51,2025-03-10,3.1117428131408658,0.9677030192816021,1,3.551428571428571,3.48
3.0,2.0,17.6,1.299,0.059,2.0,69229,3.7,1.0,8.0,3.7,2025-03-10,3.1466564880282992,1.4674569800291555,2,3.5785714285714287,3.96
4.0,5.0,21.7,1.617,0.091,1.0,109811,3.93,3.0,9.0,2.51,2025-03-10,2.8745017071655603,1.0744483125444368,3,3.642857142857143,3.7
3.0,6.0,38.0,1.098,0.144,0.0,64763,3.85,2.0,10.0,3.45,2025-03-11,3.0962788541735726,1.4134977082557805,3,3.71,3.93
1.0,4.0,30.1,1.106,0.071,2.0,46592,3.77,1.0,5.0,4.1,2025-03-12,3.1074473460558387,1.6785823564742364,2,3.771428571428572,3.85
0.0,3.0,26.1,1.662,0.12,0.0,78831,3.19,3.0,8.0,3.52,2025-03-12,2.994224845840621,1.873920119902908,3,3.6971428571428575,3.77
2.0,4.0,18.0,1.14,0.1,1.0,79358,3.21,1.0,8.0,3.42,2025-03-12,2.8482505569999232,1.9084863191407473,1,3.658571428571429,3.19
4.0,3.0,32.1,1.146,0.051,1.0,104076,4.11,3.0,9.0,3.59,2025-03-13,3.022545908717656,0.5895527690301725,3,3.68,3.21
4.0,6.0,32.7,1.197,0.064,0.0,57322,3.33,0.0,5.0,3.84,2025-03-13,2.9999795939529976,1.9325414425398955,3,3.627142857142857,4.11
4.0,5.0,17.1,1.426,0.079,0.0,92946,3.0,0.0,7.0,3.28,2025-03-13,3.012490712924881,1.934226266561708,3,3.494285714285714,3.33
3.0,2.0,21.0,1.387,0.181,1.0,159401,3.96,2.0,9.0,2.01,2025-03-13,3.043530945336403,0.9339447004009211,3,3.51,3.0
2.0,1.0,24.0,1.244,0.126,1.0,89902,3.12,2.0,6.0,3.3,2025-03-13,3.087997768086914,0.8764015954375566,2,3.4171428571428573,3.96
4.0,0.0,25.8,1.687,0.168,2.0,157177,2.75,2.0,12.0,1.86,2025-03-14,2.8482505569999232,1.6762703385036812,1,3.354285714285715,3.12
4.0,0.0,31.0,1.527,0.16,0.0,36195,3.97,1.0,7.0,4.36,2025-03-15,2.994224845840621,1.7834890978424316,2,3.462857142857143,2.75
3.0,0.0,29.7,1.441,0.112,0.0,76023,3.87,0.0,3.0,3.21,2025-03-15,2.9937236900826454,1.3467732408695463,2,3.4285714285714293,3.97
4.0,2.0,22.1,1.103,0.083,2.0,117626,3.12,0.0,11.0,2.59,2025-03-15,3.0820983132609805,1.815465353516915,1,3.398571428571429,3.87
2.0,6.0,26.4,1.694,0.108,1.0,122087,3.42,2.0,3.0,2.47,2025-03-15,3.012852579287133,1.3473252508633142,3,3.4585714285714286,3.12
3.0,4.0,21.7,1.521,0.094,1.0,159181,2.73,3.0,2.0,2.02,2025-03-15,3.014675390930565,1.1283771251336427,1,3.282857142857143,3.42
5.0,2.0,18.2,1.535,0.133,1.0,150630,3.97,1.0,4.0,2.17,2025-03-17,2.941214429166024,1.72391435657395,2,3.404285714285714,2.73
5.0,3.0,17.3,0.88,0.118,2.0,93040,3.01,2.0,12.0,2.84,2025-03-17,3.014675390930565,1.192375393760482,3,3.4414285714285717,3.97
2.0,0.0,17.6,1.514,0.187,2.0,158088,2.76,1.0,9.0,2.04,2025-03-17,3.022545908717656,0.8429187779070346,1,3.268571428571428,3.01
1.0,4.0,35.8,1.345,0.176,1.0,53876,3.66,1.0,7.0,3.55,2025-03-18,3.1466564880282992,0.9692411559342939,3,3.2385714285714284,2.76
4.0,5.0,31.4,1.483,0.097,2.0,46685,2.57,0.0,3.0,3.82,2025-03-18,3.0820983132609805,0.6804378661809236,1,3.16,3.66
1.0,6.0,22.9,1.454,0.114,2.0,92140,3.51,0.0,6.54,3.31,2025-03-18,3.0820983132609805,1.1134497039793043,1,3.172857142857143,2.57
3.0,7.0,19.7,1.229,0.065,2.0,43653,4.1,2.0,3.0,4.03,2025-03-18,3.046009221581059,1.143441887070071,1,3.3685714285714283,3.51
0.0,1.0,24.8,1.618,0.165,1.0,135562,3.15,0.0,8.0,2.16,2025-03-18,3.044509155857308,1.199827521760759,1,3.251428571428572,4.1
0.0,7.0,32.2,1.37,0.056,0.0,42052,3.3,2.0,11.0,3.8,2025-03-19,3.2014768663798443,1.0127722750718564,1,3.2928571428571423,3.15
3.0,3.0,36.4,1.572,0.167,0.0,110509,3.39,3.0,9.0,3.03,2025-03-19,3.0115077099347927,0.5027583457290419,1,3.382857142857143,3.3
1.0,6.0,17.2,1.451,0.188,0.0,52908,3.24,3.0,6.0,3.65,2025-03-19,3.2014768663798443,0.857483186656038,3,3.3228571428571425,3.39
5.0,7.0,27.0,1.394,0.071,0.0,113286,3.16,0.0,12.0,2.6,2025-03-19,2.971753113841859,1.8328663542228831,2,3.407142857142857,3.24
1.0,3.0,25.0,1.469,0.134,0.0,138380,2.8,3.0,2.0,2.17,2025-03-19,3.012490712924881,1.258481068196705,3,3.3057142857142856,3.16
2.0,6.0,35.9,0.947,0.101,1.0,90332,2.7,0.0,3.0,3.17,2025-03-21,3.2014768663798443,1.8667179424687717,2,3.105714285714286,2.8
5.0,2.0,33.3,1.596,0.11,2.0,39049,3.36,1.0,3.0,4.42,2025-03-21,3.087997768086914,0.8243349355773495,1,3.135714285714286,2.7
1.0,0.0,23.2,1.259,0.098,1.0,121205,3.05,1.0,6.0,2.8,2025-03-21,3.026463940914762,1.0841295631905028,3,3.1,3.36
5.0,2.0,35.8,0.91,0.132,1.0,32529,2.93,2.0,3.0,3.77,2025-03-22,2.9999795939529976,0.7278440406245461,1,3.0342857142857147,3.05
4.0,2.0,18.2,1.423,0.061,1.0,151922,2.96,3.0,5.0,1.95,2025-03-22,3.016381209738393,1.213964479603042,3,2.9942857142857138,2.93
5.0,0.0,35.4,1.106,0.101,1.0,76628,2.99,1.0,9.0,3.27,2025-03-23,3.0582575898647795,1.1665716746288264,1,2.97,2.96
3.0,2.0,16.0,0.879,0.171,1.0,116148,3.51,1.0,8.0,2.93,2025-03-23,3.0115077099347927,1.968876843542822,1,3.071428571428572,2.99
2.0,7.0,24.2,1.731,0.184,2.0,109525,3.64,3.0,6.0,2.62,2025-03-23,3.0820983132609805,1.8240861303972054,1,3.205714285714285,3.51
3.0,3.0,19.6,0.903,0.169,1.0,100659,3.35,3.0,11.0,2.92,2025-03-24,3.043530945336403,0.9339327769628545,1,3.204285714285714,3.64
5.0,7.0,20.6,0.962,0.181,0.0,157438,3.1,3.0,4.0,1.98,2025-03-24,2.9637103005195686,1.628728619215601,1,3.2114285714285717,3.35
2.0,0.0,34.7,1.175,0.053,2.0,49343,3.11,0.0,11.0,4.01,2025-03-25,3.011032233730564,1.3437271051370179,2,3.2371428571428567,3.1
4.0,4.0,17.3,1.2145,0.119,0.0,100478,3.54,3.0,4.0,2.78,2025-03-25,3.0280315598013106,1.8326396909538685,3,3.3200000000000003,3.11
2.0,0.0,27.2,1.457,0.091,1.0,98876,3.0,1.0,7.0,2.84,2025-03-26,3.034301951522985,0.9565654405462296,3,3.321428571428572,3.54
4.0,3.0,34.4,0.99,0.145,0.0,114897,3.05,3.0,12.0,2.56,2025-03-26,3.013513887499976,1.6692711518279397,1,3.255714285714286,3.0
5.0,7.0,16.5,1.594,0.082,2.0,50616,2.93,2.0,8.0,3.67,2025-03-26,3.0025806634131804,0.7304642909340388,3,3.1542857142857144,3.05
4.0,2.0,25.9,1.674,0.112,1.0,131219,3.39,1.0,9.0,2.6,2025-03-27,2.9937236900826454,0.609073706953875,1,3.16,2.93
3.0,5.0,30.4,1.044,0.081,1.0,84042,3.38,2.0,11.0,3.31,2025-03-27,3.011032233730564,1.713965773915456,3,3.2,3.39
4.0,5.0,22.3,1.435,0.059,0.0,117917,3.0,1.0,5.0,2.5,2025-03-27,3.10689643256313,0.9816665336407546,3,3.184285714285714,3.38
4.0,7.0,19.2,1.541,0.14,0.0,145199,3.02,2.0,9.0,2.37,2025-03-28,2.8745017071655603,1.714781629472873,3,3.11,3.0
2.0,3.0,27.9,1.333,0.097,2.0,67807,2.82,3.0,11.0,3.93,2025-03-28,3.1120282297979407,0.7014894575760218,2,3.084285714285714,3.02
0.0,4.0,21.9,1.444,0.095,2.0,46921,3.48,0.0,5.0,4.17,2025-03-28,3.2014768663798443,1.3689630769952614,2,3.145714285714285,2.82
0.0,0.0,32.8,1.731,0.128,0.0,104555,4.06,3.0,6.0,2.69,2025-03-28,2.9550344537328104,1.955604544844825,3,3.307142857142857,3.48
1.0,3.0,26.5,1.626,0.174,1.0,123237,3.61,1.0,10.0,2.36,2025-03-29,3.012490712924881,0.5266789236893417,1,3.338571428571428,4.06
3.0,6.0,37.9,0.98,0.145,1.0,51965,3.01,0.0,7.0,4.11,2025-03-29,3.0154098177212205,1.5247722382822744,1,3.2857142857142856,3.61
4.0,2.0,27.7,1.393,0.158,0.0,127680,3.58,2.0,7.0,2.35,2025-03-29,3.034301951522985,1.8194943382179751,2,3.3685714285714283,3.01
4.0,0.0,18.4,1.447,0.155,0.0,117666,4.01,2.0,7.0,2.54,2025-03-29,3.020723950915925,1.6354164706243886,2,3.51,3.58
0.0,4.0,36.1,1.602,0.08,1.0,52483,2.6,1.0,5.0,4.0,2025-03-29,3.043530945336403,0.8525129840814409,1,3.478571428571428,4.01
2.0,5.0,27.9,0.89,0.1,1.0,91199,4.1,0.0,5.0,3.0,2025-03-30,2.8482505569999232,0.5824728903454452,2,3.567142857142857,2.6
2.0,1.0,31.7,1.308,0.092,2.0,39470,3.56,0.0,4.0,4.1,2025-03-30,3.011032233730564,1.713051648816874,3,3.4957142857142856,4.1
5.0,1.0,27.0,1.733,0.112,0.0,109903,4.08,1.0,11.0,2.35,2025-03-31,2.9604674090272924,0.7353303507533957,2,3.5628571428571427,3.56
4.0,2.0,28.1,1.191,0.075,2.0,107952,3.53,2.0,2.0,2.54,2025-03-31,3.1120282297979407,1.9178632432063352,2,3.637142857142857,4.08
4.0,0.0,33.0,1.1,0.127,1.0,107535,3.52,0.0,10.0,2.8,2025-03-31,2.9637103005195686,0.681810803844505,2,3.628571428571429,3.53
0.0,6.0,20.3,1.066,0.066,2.0,93408,3.82,1.0,12.0,3.08,2025-04-01,3.0820983132609805,1.8364735254919915,3,3.6014285714285714,3.52
2.0,3.0,33.3,0.902,0.104,0.0,141256,3.8,2.0,6.0,2.34,2025-04-01,3.0025806634131804,0.7349112845075508,2,3.772857142857143,3.82
2.0,6.0,18.8,1.385,0.147,1.0,48832,3.35,3.0,10.0,3.63,2025-04-02,3.1120282297979407,1.5525280443616873,3,3.6657142857142864,3.8
5.0,1.0,26.9,1.666,0.157,2.0,120176,4.05,0.0,10.0,2.44,2025-04-02,3.016381209738393,1.3342298944177169,1,3.735714285714285,3.35
3.0,6.0,20.2,1.411,0.198,1.0,151522,3.59,0.0,7.36,2.11,2025-04-02,2.994224845840621,1.890852634372997,1,3.665714285714286,4.05
0.0,1.0,21.2,1.178,0.092,1.0,75462,3.35,1.0,4.0,3.68,2025-04-02,3.0831076548036767,1.756420444978114,2,3.64,3.59
5.0,7.0,34.1,0.989,0.076,0.0,33882,3.75,0.0,10.0,3.82,2025-04-03,3.09652277694896,0.9377905579838958,1,3.672857142857143,3.35
1.0,5.0,35.0,1.415,0.187,2.0,133490,2.97,1.0,11.0,2.39,2025-04-03,3.026463940914762,1.5725826291981588,2,3.551428571428571,3.75
0.0,4.0,27.2,1.297,0.146,0.0,108707,3.01,0.0,3.0,2.79,2025-04-03,3.026463940914762,1.1183098596528405,3,3.4385714285714286,2.97
3.0,0.0,18.1,1.164,0.105,2.0,103171,3.82,1.0,6.25,2.78,2025-04-03,3.09652277694896,0.878814172296367,2,3.505714285714286,3.01
0.0,0.0,37.7,1.478,0.089,0.0,92690,3.7,1.0,7.0,3.17,2025-04-03,3.0115077099347927,1.9259260755014533,2,3.455714285714286,3.82
0.0,3.0,26.2,0.934,0.162,2.0,118694,3.84,3.0,5.0,2.88,2025-04-04,3.037531183193787,0.5991356000024475,3,3.4914285714285715,3.7
5.0,5.0,37.4,1.358,0.16,1.0,46053,2.74,2.0,3.0,3.79,2025-04-04,3.09652277694896,0.5189256579072898,1,3.404285714285714,3.84
5.0,2.0,33.1,1.104,0.126,2.0,65988,3.17,3.0,7.0,3.67,2025-04-05,3.1466564880282992,1.968806674576366,3,3.321428571428572,2.74
3.0,6.0,34.1,1.073,0.11,0.0,118582,2.78,0.0,2.0,2.54,2025-04-05,3.043530945336403,0.9045019312635081,1,3.2942857142857145,3.17
4.0,6.0,25.4,1.255,0.104,2.0,62125,3.65,2.0,3.0,3.57,2025-04-05,3.014675390930565,1.2857768167862722,3,3.3857142857142857,2.78
5.0,5.0,29.9,1.313,0.091,2.0,54640,4.01,3.0,4.0,3.89,2025-04-05,3.041944162037055,1.7212104744691001,3,3.412857142857143,3.65
5.0,5.0,22.1,1.382,0.093,0.0,77086,3.78,2.0,8.0,3.64,2025-04-05,3.023203278153176,1.4278606800389604,2,3.424285714285714,4.01
3.0,5.0,35.8,1.238,0.171,0.0,135111,2.71,0.0,5.0,2.24,2025-04-06,2.9637103005195686,1.4852367523595715,3,3.262857142857143,3.78
3.0,4.0,30.2,1.269,0.118,1.0,63274,3.56,2.0,7.0,3.95,2025-04-06,3.1117428131408658,0.5675115706795071,3,3.38,2.71
1.0,2.0,20.0,1.488,0.053,2.0,106700,3.96,0.0,11.0,2.44,2025-04-07,2.9937236900826454,0.5135922188470365,1,3.492857142857143,3.56
5.0,1.0,24.5,1.73,0.185,0.0,111229,2.72,3.0,3.0,2.58,2025-04-07,2.9604674090272924,1.4903089289536156,2,3.4842857142857144,3.96
3.0,1.0,18.3,1.482,0.198,0.0,56140,3.43,2.0,10.0,3.85,2025-04-08,3.2014768663798443,1.1655276047848637,1,3.4528571428571437,2.72
0.0,5.0,27.1,1.229,0.126,2.0,130726,2.98,1.0,9.0,2.3,2025-04-08,3.013266410547321,1.4887456846266498,1,3.3057142857142856,3.43
1.0,3.0,28.4,1.427,0.144,2.0,137773,2.77,3.0,4.0,2.06,2025-04-09,3.0025806634131804,0.557978717772424,2,3.161428571428572,2.98
3.0,3.0,38.2,1.431,0.198,0.0,47920,2.94,0.0,12.0,4.05,2025-04-09,3.07952790794112,1.1683563806519535,3,3.1942857142857144,2.77
0.0,3.0,34.6,1.125,0.135,1.0,158845,3.94,2.0,3.0,1.96,2025-04-10,2.99752,1.3227707228081658,3,3.2485714285714287,2.94
2.0,2.0,35.4,1.435,0.162,2.0,72467,2.73,3.0,4.0,3.38,2025-04-10,3.1120282297979407,0.6702087097035586,1,3.072857142857143,3.94
1.0,7.0,35.3,1.674,0.104,1.0,149416,3.69,2.0,4.0,2.2,2025-04-11,3.1120282297979407,0.8089195667256805,2,3.2114285714285717,2.73
2.0,0.0,34.3,1.102,0.148,0.0,153780,3.77,0.0,8.0,1.97,2025-04-11,3.023203278153176,1.857933885077744,2,3.26,3.69
4.0,5.0,18.5,1.046,0.097,1.0,99909,3.82,3.0,6.52,2.82,2025-04-11,3.0582575898647795,1.5082864819911581,1,3.38,3.77
0.0,2.0,34.8,1.183,0.09,1.0,140875,3.71,1.0,7.0,2.44,2025-04-12,3.012490712924881,0.6022583020738008,3,3.5142857142857147,3.82
4.0,4.0,29.9,1.703,0.186,0.0,131551,3.19,2.0,5.0,2.42,2025-04-12,3.012852579287133,1.5503707758673544,3,3.5500000000000003,3.71
4.0,0.0,31.8,1.134,0.106,1.0,97605,2.65,3.0,5.0,3.1,2025-04-12,3.014675390930565,1.0826657897791536,3,3.3657142857142857,3.19
0.0,3.0,27.8,0.94,0.13,2.0,159196,2.56,1.0,7.0,1.98,2025-04-13,3.0831076548036767,0.5666981288178372,2,3.341428571428571,2.65
3.0,3.0,18.9,1.198,0.079,1.0,133148,3.17,2.0,12.0,2.24,2025-04-13,3.013266410547321,0.7520993445952008,3,3.2671428571428573,2.56
5.0,7.0,35.6,1.509,0.112,0.0,87243,2.72,2.0,9.0,3.07,2025-04-14,3.034301951522985,0.7358396246289713,1,3.117142857142857,3.17
1.0,7.0,23.8,0.896,0.197,1.0,110007,2.93,2.0,7.0,2.84,2025-04-14,3.012852579287133,1.497747619354742,3,2.99,2.72
5.0,6.0,37.4,1.462,0.07,1.0,145987,2.87,1.0,7.0,2.13,2025-04-14,3.021062726997556,1.2121503007492742,1,2.87,2.93
5.0,3.0,30.1,0.853,0.161,1.0,112506,3.05,2.0,2.0,2.89,2025-04-15,3.022545908717656,1.6092717762915503,3,2.85,2.87
2.0,4.0,37.2,1.487,0.182,1.0,112210,3.54,0.0,11.0,2.84,2025-04-15,2.971753113841859,1.4817247323865272,3,2.9771428571428573,3.05
3.0,6.0,25.9,1.539,0.106,2.0,104369,3.62,2.0,4.0,3.09,2025-04-15,3.022545908717656,0.9294514367906338,3,3.128571428571429,3.54
5.0,6.0,25.1,1.495,0.116,2.0,96660,2.86,3.0,4.0,2.97,2025-04-15,3.016381209738393,0.9603622278903514,3,3.084285714285714,3.62
0.0,0.0,22.8,1.099,0.078,0.0,57145,2.88,3.0,7.0,3.89,2025-04-15,3.0962788541735726,1.2394439264160406,1,3.107142857142857,2.86
0.0,7.0,17.6,1.172,0.119,0.0,122146,3.4,3.0,6.66,2.58,2025-04-15,3.09652277694896,1.3817598264994602,2,3.174285714285715,2.88
2.0,4.0,17.4,1.412,0.079,0.0,42667,2.75,3.0,5.0,3.91,2025-04-16,3.0648188372108853,1.2406176082563318,1,3.157142857142857,3.4
4.0,1.0,29.3,1.476,0.058,2.0,49284,3.86,3.0,7.0,4.21,2025-04-16,3.07952790794112,1.3653411657137602,2,3.2728571428571427,2.75
3.0,4.0,31.7,1.2,0.089,0.0,78229,2.74,0.0,11.0,3.59,2025-04-17,3.0025806634131804,0.7446590994284907,2,3.1585714285714284,3.86
0.0,7.0,25.4,1.404,0.159,1.0,82527,3.69,1.0,5.0,3.41,2025-04-17,2.994224845840621,1.3913781015579363,2,3.1685714285714286,2.74
5.0,4.0,35.9,1.391,0.089,0.0,133548,2.65,2.0,9.0,2.5,2025-04-17,3.1466564880282992,1.1976178272736755,1,3.1385714285714283,3.69
3.0,3.0,38.3,0.942,0.159,1.0,93224,3.95,0.0,10.0,3.16,2025-04-18,3.0115077099347927,0.9147205221047082,3,3.291428571428572,2.65
3.0,4.0,26.4,0.907,0.067,2.0,160180,2.64,2.0,8.0,1.91,2025-04-18,3.087997768086914,1.921531019973943,3,3.1828571428571424,3.95
0.0,6.0,27.7,1.639,0.184,1.0,113118,2.61,3.0,9.0,2.58,2025-04-18,2.9550344537328104,0.9781474162796482,2,3.162857142857143,2.64
0.0,3.0,30.0,0.85,0.071,1.0,71431,3.36,1.0,9.0,3.53,2025-04-18,3.020723950915925,1.402528241916623,1,3.091428571428572,2.61
3.0,0.0,21.3,1.162,0.064,2.0,86103,3.63,3.0,3.0,3.27,2025-04-18,3.1074473460558387,0.5252199924122631,2,3.218571428571429,3.36
3.0,6.0,32.4,0.891,0.149,2.0,52989,2.8,0.0,3.0,3.88,2025-04-18,2.99752,0.671380460468284,3,3.091428571428572,3.63
4.0,4.0,31.5,1.092,0.131,2.0,116095,2.85,0.0,5.0,2.76,2025-04-18,3.037531183193787,0.9289342444860726,2,3.12,2.8
3.0,6.0,16.6,0.883,0.16,0.0,47378,3.79,0.0,8.0,3.75,2025-04-19,3.1466564880282992,1.7322520502956893,1,3.097142857142857,2.85
0.0,0.0,22.1,1.374,0.179,0.0,61980,2.94,2.0,2.0,4.11,2025-04-19,3.023203278153176,1.2426707606589154,1,3.14,3.79
5.0,6.0,30.9,1.625,0.151,1.0,100206,3.62,3.0,2.0,2.84,2025-04-20,3.1466564880282992,1.7456475679494745,3,3.2842857142857143,2.94
0.0,6.0,20.2,1.333,0.198,2.0,55825,3.35,2.0,4.0,3.58,2025-04-21,3.0820983132609805,1.3894186052173492,1,3.2828571428571425,3.62
0.0,4.0,24.0,1.225,0.16,1.0,69687,3.77,2.0,6.0,3.66,2025-04-21,3.1466564880282992,1.6913258583283695,2,3.302857142857143,3.35
2.0,5.0,18.9,1.416,0.151,0.0,55063,3.66,3.0,7.0,3.89,2025-04-21,3.020723950915925,1.8706324602943272,3,3.4257142857142857,3.77
0.0,6.0,26.9,1.581,0.14,0.0,102734,2.65,0.0,4.0,2.85,2025-04-21,2.937517715389649,0.8699192096465163,3,3.397142857142857,3.66
4.0,6.0,31.8,1.073,0.171,1.0,102609,2.69,3.0,6.97,3.09,2025-04-21,3.021062726997556,0.612237952061712,3,3.2400000000000007,2.65
5.0,0.0,20.0,1.236,0.167,0.0,45662,3.77,0.0,5.0,3.95,2025-04-22,3.1074473460558387,0.698632776702815,1,3.358571428571429,2.69
5.0,3.0,31.1,1.454,0.059,2.0,158450,2.85,3.0,2.0,1.85,2025-04-22,3.0115077099347927,1.3516790580198863,3,3.248571428571428,3.77
4.0,6.0,36.7,0.845,0.13,1.0,160646,3.81,1.0,7.0,1.87,2025-04-23,3.0280315598013106,1.3277271258473413,3,3.3142857142857145,2.85
5.0,0.0,38.1,0.909,0.086,2.0,136972,3.62,3.0,12.0,2.31,2025-04-24,3.022295187311776,0.883300782921605,2,3.2928571428571423,3.81
0.0,4.0,33.3,1.469,0.113,2.0,151064,3.02,1.0,11.0,2.17,2025-04-24,3.09652277694896,1.195810557585064,1,3.2014285714285715,3.62
3.0,3.0,34.1,1.45,0.055,1.0,37357,3.16,0.0,8.25,4.06,2025-04-24,2.937517715389649,1.6244844992355905,1,3.2742857142857145,3.02
3.0,6.0,37.9,1.723,0.185,1.0,70469,4.14,2.0,10.0,3.32,2025-04-25,2.9637103005195686,0.8836317467775054,3,3.481428571428571,3.16
0.0,3.0,27.3,0.902,0.17,2.0,136901,2.73,0.0,2.0,2.23,2025-04-25,2.937517715389649,1.5302731627142991,3,3.3328571428571427,4.14
2.0,5.0,20.3,1.408,0.184,1.0,128672,4.07,2.0,3.0,2.48,2025-04-25,3.2014768663798443,0.5229552542816904,3,3.5071428571428576,2.73
1.0,5.0,17.4,0.947,0.082,2.0,133428,3.36,1.0,12.0,2.3,2025-04-26,2.99752,1.771299241027826,2,3.442857142857143,4.07
